x,y,z,density
-0.111935646467765,-1.19962749400336,0.740516229856619,52
0.358496659535729,-0.498084916418418,-1.27412384058151,28
0.0929659849112534,-1.37207086860209,0.329816399202646,39
0.523229452043745,-1.08013787882737,0.748019453782001,47
0.109188365049501,-0.920401587327326,1.06814737699587,79
-0.61547340779409,-0.440969310934561,-1.19446161558764,39
-0.838013638725637,-0.732882005027725,0.87213365261086,72
-1.14352015675816,-0.00690096147854469,0.832054101497295,97
-0.533975883691427,0.773427266606102,-1.0567308166729,56
1.15544280565272,-0.664060019995564,-0.473261252067878,63
-0.395000890796624,-0.634832266716052,1.20040088695653,93
0.982909729600869,-1.01630474402089,0.0318297146794425,45
0.157179481437685,0.417221894320353,-1.34209556348075,42
0.925144428635477,-0.976398100385113,-0.4367545486072,61
1.3513416326325,-0.397645449533689,-0.12551449469797,63
1.3879433517232,0.00709079068721653,0.271224949248387,41
0.493028041575933,0.768578776265184,1.07991204035075,64
-1.0807872073078,-0.0287739755726358,0.911630994892974,139
-0.0414188672951206,1.24992377843359,-0.660284049132113,24
1.03639644237436,-0.473358089031941,0.837743716050325,44
0.110876602771926,0.380097350796609,1.3576569459459,67
-1.00580215759864,-0.410166684091125,0.905607702612793,87
-0.567028406488736,-0.719909873213585,-1.07712977894237,37
-0.64584155694947,-1.24758967867577,0.162507467455443,43
0.323681785884413,1.23084606556111,0.616642574251425,55
-0.215043824837879,0.520260125878927,-1.29733787226749,46
0.820631992499942,0.172519444958823,-1.13877134403561,55
-0.0775838180068772,-1.12610098524469,0.851984343878696,62
-0.482083844984915,1.1499614267053,0.667221015477239,44
-0.106968257210653,0.792692942932331,1.16627427742131,93
1.36856924249386,-0.355421881921752,0.0263346606390585,45
-0.14924816340879,0.209507395859573,1.39062275143162,93
1.332444210151,-0.305470635180507,-0.362325982890384,59
-0.479991392937475,-1.32573732678361,0.109675900172198,39
1.01572111787102,0.293091330419146,0.939365787509841,27
1.01572111787102,0.293091330419146,0.939365787509841,27
0.434833849290005,0.942749165535355,-0.960283049102726,48
0.124114198243139,-0.0218311169025225,-1.40858761464428,58
-1.05792581022124,-0.235558559491404,-0.90846306755865,47
0.397522545190335,0.179139351929942,-1.34531963438267,42
-0.45536930242626,0.626320004079929,1.18336894115789,85
-0.50387439104876,-0.676161166265017,1.13530466187732,88
-0.1399157448434,-0.490283228841609,-1.31910800917194,50
-1.1858442360258,-0.629863287028041,-0.443898285126929,32
-0.909590721883174,0.403023307036233,1.00509548434446,79
-1.01457122670265,0.941190386805926,-0.291214494370027,28
-0.248267993727295,1.39215209631954,0.0165995181781519,39
0.996737083110433,0.740305909314476,-0.677098477170472,39
0.366578571350578,0.67640872470597,-1.18663026599199,47
0.54571318269341,-0.633636809547532,-1.14048301864651,50
-0.224086234824565,-0.592790349868746,-1.26427250245532,47
-0.536519679002897,-0.487995354088159,1.21408696905576,99
0.436580259666932,1.30373583427857,0.331165443980959,24
0.426565565576266,-0.51460368234029,1.246284425156,50
-0.432616128926254,1.06729454123968,-0.820807923471042,51
-0.579398925075824,0.51248421849953,1.18391588020852,78
1.25308075133816,0.24344516834489,0.608706070805383,47
1.39626951803685,0.0389630405145538,0.221163546894627,41
-1.33824919951945,0.0896412676916488,-0.448389923071633,41
-0.729479759574417,1.21082761312779,0.0419019290548119,38
0.375823312676805,-1.0528324378383,-0.866198993005706,32
1.13133398798849,0.834851124333845,0.152009893824631,18
0.978945972442696,-0.733673552587545,-0.709498344798489,60
-1.26801106759855,0.524016335130612,-0.342862673622923,17
-1.00931294283493,-0.945731774140121,-0.294752090421198,24
0.964693416814404,0.90293043653549,0.504066700281601,45
-0.965814368678671,-1.02448538161205,0.132786701582045,47
0.652586354909782,-0.613765071567042,-1.09426847085616,60
0.268664139291012,0.643499691423729,-1.23033642854164,51
0.940936689815987,-0.88057662622641,-0.582428494410984,57
-0.725425600762543,-0.0967848754095056,1.21011998812112,106
-1.24677476229748,0.498025382952476,0.444436058430336,65
